ID,LATITUDE,LONGITUDE,CATEGORY,STATES_NAME_EN,REGION_EN,NAME_EN
595,19.88889,102.13333,Cultural,Lao People's Democratic Republic,Asia and the Pacific,Town of Luang Prabang
596,14.84833333,105.8222222,Cultural,Lao People's Democratic Republic,Asia and the Pacific,Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape
597,19.43105556,103.1522222,Cultural,Lao People's Democratic Republic,Asia and the Pacific,Megalithic Jar Sites in Xiengkhuang ⿿ Plain of Jars
598,56.95417,24.11667,Cultural,Latvia,Europe and North America,Historic Centre of Riga
599,33.72583,35.92972,Cultural,Lebanon,Arab States,Anjar
600,34.00707,36.20494,Cultural,Lebanon,Arab States,Baalbek
601,34.11917,35.6475,Cultural,Lebanon,Arab States,Byblos
602,33.27194,35.19444,Cultural,Lebanon,Arab States,Tyre
603,34.24333,36.04889,Cultural,Lebanon,Arab States,Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab)
604,32.63833,14.29306,Cultural,Libya,Arab States,Archaeological Site of Leptis Magna
605,32.80528,12.485,Cultural,Libya,Arab States,Archaeological Site of Sabratha
606,32.825,21.85833,Cultural,Libya,Arab States,Archaeological Site of Cyrene
607,24.83333,10.33333,Cultural,Libya,Arab States,Rock-Art Sites of Tadrart Acacus
608,30.13333333,9.5,Cultural,Libya,Arab States,Old Town of Ghadamès
609,54.68667,25.29306,Cultural,Lithuania,Europe and North America,Vilnius Historic Centre
610,54.88777778,24.83055556,Cultural,Lithuania,Europe and North America,KernavĿ  Archaeological Site (Cultural Reserve of KernavĿ)
611,49.61,6.13333,Cultural,Luxembourg,Europe and North America,City of Luxembourg: its Old Quarters and Fortifications
612,-18.66667,44.75,Natural,Madagascar,Africa,Tsingy de Bemaraha Strict Nature Reserve
554,18.0775,-76.57111111,Mixed,Jamaica,Latin America and the Caribbean,Blue and John Crow Mountains
555,34.61666667,135.7333333,Cultural,Japan,Asia and the Pacific,Buddhist Monuments in the Horyu-ji Area
556,34.83333333,134.7,Cultural,Japan,Asia and the Pacific,Himeji-jo
557,30.33333333,130.5333333,Natural,Japan,Asia and the Pacific,Yakushima
558,40.47,140.13,Natural,Japan,Asia and the Pacific,Shirakami-Sanchi
559,34.98055556,135.7694444,Cultural,Japan,Asia and the Pacific,"Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)"
560,36.4,136.8833333,Cultural,Japan,Asia and the Pacific,Historic Villages of Shirakawa-go and Gokayama
561,34.38333333,132.45,Cultural,Japan,Asia and the Pacific,Hiroshima Peace Memorial (Genbaku Dome)
562,34.29441667,132.3246389,Cultural,Japan,Asia and the Pacific,Itsukushima Shinto Shrine
563,34.67555556,135.8394444,Cultural,Japan,Asia and the Pacific,Historic Monuments of Ancient Nara
564,36.7475,139.6105556,Cultural,Japan,Asia and the Pacific,Shrines and Temples of Nikko
565,26.20861111,127.6827778,Cultural,Japan,Asia and the Pacific,Gusuku Sites and Related Properties of the Kingdom of Ryukyu
566,33.83694444,135.7763889,Cultural,Japan,Asia and the Pacific,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range
567,43.94944,144.96583,Natural,Japan,Asia and the Pacific,Shiretoko
568,35.11277778,132.435,Cultural,Japan,Asia and the Pacific,Iwami Ginzan Silver Mine and its Cultural Landscape
569,39.00111111,141.1077778,Cultural,Japan,Asia and the Pacific,"Hiraizumi ⿿ Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land"
570,27.71833333,142.0997222,Natural,Japan,Asia and the Pacific,Ogasawara Islands
571,35.36083333,138.7275,Cultural,Japan,Asia and the Pacific,"Fujisan, sacred place and source of artistic inspiration"
572,36.25527778,138.8877778,Cultural,Japan,Asia and the Pacific,Tomioka Silk Mill and Related Sites
619,5.421388889,100.3458333,Cultural,Malaysia,Asia and the Pacific,"Melaka and George Town, Historic Cities of the Straits of Malacca"
620,5.067908333,100.9723278,Cultural,Malaysia,Asia and the Pacific,Archaeological Heritage of the Lenggong Valley
621,13.90639,-4.555,Cultural,Mali,Africa,Old Towns of Djenné
622,16.77333333,-2.999444444,Cultural,Mali,Africa,Timbuktu
623,14.33333,-3.41667,Mixed,Mali,Africa,Cliff of Bandiagara (Land of the Dogons)
624,16.2898,-0.04456,Cultural,Mali,Africa,Tomb of Askia
625,35.87134,14.50739,Cultural,Malta,Europe and North America,Ħal Saflieni Hypogeum
626,35.90056,14.51444,Cultural,Malta,Europe and North America,City of Valletta
627,36.04908,14.26947,Cultural,Malta,Europe and North America,Megalithic Temples of Malta
628,11.6,165.3805556,Cultural,Marshall Islands,Asia and the Pacific,Bikini Atoll Nuclear Test Site
629,20.23472,-16.10889,Natural,Mauritania,Arab States,Banc d'Arguin National Park
630,20.92889,-11.62361,Cultural,Mauritania,Arab States,"Ancient <I>Ksour</I> of Ouadane, Chinguetti, Tichitt and Oualata"
631,-20.15863889,57.50316667,Cultural,Mauritius,Africa,Aapravasi Ghat
632,-20.45194444,57.32833333,Cultural,Mauritius,Africa,Le Morne Cultural Landscape
633,19.38333,-87.79167,Natural,Mexico,Latin America and the Caribbean,Sian Ka'an
634,17.48333,-92.05,Cultural,Mexico,Latin America and the Caribbean,Pre-Hispanic City and National Park of Palenque
635,19.41833,-99.13278,Cultural,Mexico,Latin America and the Caribbean,Historic Centre of Mexico City and Xochimilco
636,19.69167,-98.84167,Cultural,Mexico,Latin America and the Caribbean,Pre-Hispanic City of Teotihuacan
646,18.93472,-98.89778,Cultural,Mexico,Latin America and the Caribbean,Earliest 16th-Century Monasteries on the Slopes of Popocatepetl
647,27.65556,-112.91611,Cultural,Mexico,Latin America and the Caribbean,Rock Paintings of the Sierra de San Francisco
648,20.36166667,-89.77027778,Cultural,Mexico,Latin America and the Caribbean,Pre-Hispanic Town of Uxmal
649,20.58333333,-100.3666667,Cultural,Mexico,Latin America and the Caribbean,Historic Monuments Zone of Querétaro
650,20.67388889,-103.3397222,Cultural,Mexico,Latin America and the Caribbean,"Hospicio Cabañas, Guadalajara"
651,18.60833333,-95.65833333,Cultural,Mexico,Latin America and the Caribbean,Historic Monuments Zone of Tlacotalpan
652,19.84639,-90.53722,Cultural,Mexico,Latin America and the Caribbean,Historic Fortified Town of Campeche
657,27.62667,-112.54583,Natural,Mexico,Latin America and the Caribbean,Islands and Protected Areas of the Gulf of California
658,20.86305556,-103.7786111,Cultural,Mexico,Latin America and the Caribbean,Agave Landscape and Ancient Industrial Facilities of Tequila
659,19.33222222,-99.18805556,Cultural,Mexico,Latin America and the Caribbean,Central University City Campus of the <i>Universidad Nacional Autónoma de México</i> (UNAM)
660,20.91444444,-100.7463889,Cultural,Mexico,Latin America and the Caribbean,Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco
653,18.81028,-99.275,Cultural,Mexico,Latin America and the Caribbean,Archaeological Monuments Zone of Xochicalco
654,18.05302778,-89.73728333,Mixed,Mexico,Latin America and the Caribbean,"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche"
655,21.20438889,-99.46411111,Cultural,Mexico,Latin America and the Caribbean,Franciscan Missions in the Sierra Gorda of Querétaro
656,19.41833333,-99.19833333,Cultural,Mexico,Latin America and the Caribbean,Luis Barragán House and Studio
637,17.06194,-96.72167,Cultural,Mexico,Latin America and the Caribbean,Historic Centre of Oaxaca and Archaeological Site of Monte Albán
638,19.04722,-98.20833,Cultural,Mexico,Latin America and the Caribbean,Historic Centre of Puebla
639,21.01694,-101.25556,Cultural,Mexico,Latin America and the Caribbean,Historic Town of Guanajuato and Adjacent Mines
640,20.66667,-88.6,Cultural,Mexico,Latin America and the Caribbean,Pre-Hispanic City of Chichen-Itza
641,27.79222,-114.22778,Natural,Mexico,Latin America and the Caribbean,Whale Sanctuary of El Vizcaino
642,30.37583,-107.95556,Cultural,Mexico,Latin America and the Caribbean,"Archaeological Zone of Paquimé, Casas Grandes"
643,19.70444,-101.19167,Cultural,Mexico,Latin America and the Caribbean,Historic Centre of Morelia
644,20.47639,-97.3775,Cultural,Mexico,Latin America and the Caribbean,"El Tajin, Pre-Hispanic City"
645,22.76667,-102.55556,Cultural,Mexico,Latin America and the Caribbean,Historic Centre of Zacatecas
613,-18.75917,47.56278,Cultural,Madagascar,Africa,Royal Hill of Ambohimanga
614,-14.45972222,49.7025,Natural,Madagascar,Africa,Rainforests of the Atsinanana
615,-14.03333,34.88333,Natural,Malawi,Africa,Lake Malawi National Park
616,-14.29333333,34.27916667,Cultural,Malawi,Africa,Chongoni Rock-Art Area
617,6.25,116.5,Natural,Malaysia,Asia and the Pacific,Kinabalu Park
618,4.13333,114.91667,Natural,Malaysia,Asia and the Pacific,Gunung Mulu National Park
682,34.02416667,-6.822777778,Cultural,Morocco,Arab States,"Rabat, Modern Capital and Historic City: a Shared Heritage"
683,-15.03417,40.73583,Cultural,Mozambique,Africa,Island of Mozambique
684,22.47,95.81861111,Cultural,Myanmar,Asia and the Pacific,Pyu Ancient Cities
685,21.14888889,94.88444444,Cultural,Myanmar,Asia and the Pacific,Bagan
686,-20.59558333,14.37258333,Cultural,Namibia,Africa,Twyfelfontein or /Ui-//aes
687,-24.88527778,15.40777778,Natural,Namibia,Africa,Namib Sand Sea
688,27.96528,86.91306,Natural,Nepal,Asia and the Pacific,Sagarmatha National Park
689,27.70395,85.30858,Cultural,Nepal,Asia and the Pacific,Kathmandu Valley
690,27.5,84.33333,Natural,Nepal,Asia and the Pacific,Chitwan National Park
691,27.46889,83.27611,Cultural,Nepal,Asia and the Pacific,"Lumbini, the Birthplace of the Lord Buddha"
692,52.63861111,5.771666667,Cultural,Netherlands,Europe and North America,Schokland and Surroundings
693,52.37444444,4.893055556,Cultural,Netherlands,Europe and North America,Defence Line of Amsterdam
694,51.8825,4.649444444,Cultural,Netherlands,Europe and North America,Mill Network at Kinderdijk-Elshout
695,12.10194,-68.90222,Cultural,Netherlands,Europe and North America,"Historic Area of Willemstad, Inner City and Harbour, Curaçao"
696,52.84583,5.67889,Cultural,Netherlands,Europe and North America,Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station)
697,52.54888889,4.911111111,Cultural,Netherlands,Europe and North America,Droogmakerij de Beemster (Beemster Polder)
698,52.08533333,5.147555556,Cultural,Netherlands,Europe and North America,Rietveld Schröderhuis (Rietveld Schröder House)
699,52.365,4.887777778,Cultural,Netherlands,Europe and North America,Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht
700,51.92333333,4.418333333,Cultural,Netherlands,Europe and North America,Van Nellefabriek
701,-39.29083333,175.5622222,Mixed,New Zealand,Asia and the Pacific,Tongariro National Park
702,-45.03602778,167.3196111,Natural,New Zealand,Asia and the Pacific,Te Wahipounamu ⿿ South West New Zealand
703,-50.75,166.1044444,Natural,New Zealand,Asia and the Pacific,New Zealand Sub-Antarctic Islands
704,12.39722,-86.61028,Cultural,Nicaragua,Latin America and the Caribbean,Ruins of León Viejo
705,12.435,-86.87805556,Cultural,Nicaragua,Latin America and the Caribbean,León Cathedral
706,18,9,Natural,Niger,Africa,Air and Ténéré Natural Reserves
707,16.97361111,7.991388889,Cultural,Niger,Africa,Historic Centre of Agadez
708,10.74056,13.57194,Cultural,Nigeria,Africa,Sukur Cultural Landscape
709,7.75556,4.55222,Cultural,Nigeria,Africa,Osun-Osogbo Sacred Grove
710,62.57388889,11.38555556,Cultural,Norway,Europe and North America,Røros Mining Town and the Circumference
711,61.3,7.33333,Cultural,Norway,Europe and North America,Urnes Stave Church
712,60.39722,5.32306,Cultural,Norway,Europe and North America,Bryggen
713,69.95,23.18333,Cultural,Norway,Europe and North America,Rock Art of Alta
714,65.61667,11.75,Cultural,Norway,Europe and North America,Vegaøyan ⿿ The Vega Archipelago
715,62.11667,7.16667,Natural,Norway,Europe and North America,West Norwegian Fjords ⿿ Geirangerfjord and Nærøyfjord
716,59.87861111,8.593611111,Cultural,Norway,Europe and North America,Rjukan-Notodden Industrial Heritage Site
717,22.96417,57.30111,Cultural,Oman,Arab States,Bahla Fort
661,19.60638889,-100.2416667,Natural,Mexico,Latin America and the Caribbean,Monarch Butterfly Biosphere Reserve
662,22.60805556,-102.3791667,Cultural,Mexico,Latin America and the Caribbean,Camino Real de Tierra Adentro
663,16.95083333,-96.42111111,Cultural,Mexico,Latin America and the Caribbean,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca
664,32,-113.9166667,Natural,Mexico,Latin America and the Caribbean,El Pinacate and Gran Desierto de Altar Biosphere Reserve
665,19.83527778,-98.66256667,Cultural,Mexico,Latin America and the Caribbean,Aqueduct of Padre Tembleque Hydraulic System
666,18.78805556,-110.9752778,Natural,Mexico,Latin America and the Caribbean,Archipiélago de Revillagigedo
667,17.98996111,-97.18715278,Mixed,Mexico,Latin America and the Caribbean,Tehuacán-Cuicatlán Valley: originary habitat of Mesoamerica
668,6.839722222,158.3308333,Cultural,Micronesia (Federated States of),Asia and the Pacific,Nan Madol: Ceremonial Centre of Eastern Micronesia
669,47.55666667,102.8313889,Cultural,Mongolia,Asia and the Pacific,Orkhon Valley Cultural Landscape
670,49.33388889,88.39527778,Cultural,Mongolia,Asia and the Pacific,Petroglyphic Complexes of the Mongolian Altai
671,48.76197778,109.0093278,Cultural,Mongolia,Asia and the Pacific,Great Burkhan Khaldun Mountain and its surrounding sacred landscape
672,43.133,19.0166,Natural,Montenegro,Europe and North America,Durmitor National Park
673,42.48333,18.7,Cultural,Montenegro,Europe and North America,Natural and Culturo-Historical Region of Kotor
674,34.06111,-4.97778,Cultural,Morocco,Arab States,Medina of Fez
675,31.63139,-7.98667,Cultural,Morocco,Arab States,Medina of Marrakesh
676,31.04722,-7.12889,Cultural,Morocco,Arab States,Ksar of Ait-Ben-Haddou
677,31.51411111,-9.770305556,Cultural,Morocco,Arab States,Medina of Essaouira (formerly Mogador)
678,33.88333,-5.55833,Cultural,Morocco,Arab States,Historic City of Meknes
679,34.07389,-5.55694,Cultural,Morocco,Arab States,Archaeological Site of Volubilis
680,35.57083,-5.36667,Cultural,Morocco,Arab States,Medina of Tétouan (formerly known as Titawin)
681,33.25667,-8.50194,Cultural,Morocco,Arab States,Portuguese City of Mazagan (El Jadida)
728,7.246925,134.3525,Mixed,Palau,Asia and the Pacific,Rock Islands Southern Lagoon
729,31.70435278,35.2075,Cultural,Palestine,Arab States,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem"
730,31.71972222,35.13055556,Cultural,Palestine,Arab States,"Palestine: Land of Olives and Vines ⿿ Cultural Landscape of Southern Jerusalem, Battir"
731,31.52416667,35.10888889,Cultural,Palestine,Arab States,Hebron/Al-Khalil Old Town
732,9.553888889,-79.65583333,Cultural,Panama,Latin America and the Caribbean,Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo
733,7.736111111,-77.54722222,Natural,Panama,Latin America and the Caribbean,Darien National Park
734,8.951111111,-79.54055556,Cultural,Panama,Latin America and the Caribbean,Archaeological Site of Panamá Viejo and Historic District of Panamá
735,7.433,-81.766,Natural,Panama,Latin America and the Caribbean,Coiba National Park and its Special Zone of Marine Protection
736,-5.783711111,144.3317222,Cultural,Papua New Guinea,Asia and the Pacific,Kuk Early Agricultural Site
737,-27.13333,-55.7,Cultural,Paraguay,Latin America and the Caribbean,Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue
738,-13.52222,-71.98333,Cultural,Peru,Latin America and the Caribbean,City of Cuzco
739,-13.11666667,-72.58333333,Mixed,Peru,Latin America and the Caribbean,Historic Sanctuary of Machu Picchu
740,-9.592772544,-77.1784535,Cultural,Peru,Latin America and the Caribbean,Chavin (Archaeological Site)
741,-9.33333,-77.4,Natural,Peru,Latin America and the Caribbean,Huascarán National Park
742,-8.1,-79.08333,Cultural,Peru,Latin America and the Caribbean,Chan Chan Archaeological Zone
752,14.59,120.97,Cultural,Philippines,Asia and the Pacific,Baroque Churches of the Philippines
753,16.93389,121.13667,Cultural,Philippines,Asia and the Pacific,Rice Terraces of the Philippine Cordilleras
754,6.717169444,126.1734306,Natural,Philippines,Asia and the Pacific,Mount Hamiguitan Range Wildlife Sanctuary
755,50.06138889,19.93722222,Cultural,Poland,Europe and North America,Historic Centre of Kraków
756,52.26639,21.01167,Cultural,Poland,Europe and North America,Historic Centre of Warsaw
757,50.03888889,19.175,Cultural,Poland,Europe and North America,Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>
758,49.97916667,20.06388889,Cultural,Poland,Europe and North America,Wieliczka and Bochnia Royal Salt Mines
759,50.71667,23.26667,Cultural,Poland,Europe and North America,Old City of ZamoſĿ
760,53.01,18.61944,Cultural,Poland,Europe and North America,Medieval Town of Toruſ
765,51.10694722,17.07701389,Cultural,Poland,Europe and North America,Centennial Hall in Wrocſaw
766,50.44269722,18.85122778,Cultural,Poland,Europe and North America,Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System
767,50.96797222,21.50230556,Cultural,Poland,Europe and North America,Krzemionki Prehistoric Striped Flint Mining Region
768,38.655,-27.22,Cultural,Portugal,Europe and North America,Central Zone of the Town of Angra do Heroismo in the Azores
769,38.69194,-9.21583,Cultural,Portugal,Europe and North America,Monastery of the Hieronymites and Tower of Belém in Lisbon
770,39.65778,-8.82694,Cultural,Portugal,Europe and North America,Monastery of Batalha
771,39.60472,-8.4175,Cultural,Portugal,Europe and North America,Convent of Christ in Tomar
772,38.57306,-7.90778,Cultural,Portugal,Europe and North America,Historic Centre of ÿvora
773,39.55,-8.97667,Cultural,Portugal,Europe and North America,Monastery of Alcobaça
761,54.04166667,19.03333333,Cultural,Poland,Europe and North America,Castle of the Teutonic Order in Malbork
762,49.86666667,19.66666667,Cultural,Poland,Europe and North America,Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park
763,49.75,21.23333333,Cultural,Poland,Europe and North America,Wooden Churches of Southern Maſopolska
764,51.05427778,16.19594444,Cultural,Poland,Europe and North America,Churches of Peace in Jawor and ſwidnica
743,-12.25,-71.75,Natural,Peru,Latin America and the Caribbean,Manú National Park
744,-12.05139,-77.04306,Cultural,Peru,Latin America and the Caribbean,Historic Centre of Lima
745,-7.75,-77.25,Mixed,Peru,Latin America and the Caribbean,Río Abiseo National Park
746,-14.72583,-75.14861,Cultural,Peru,Latin America and the Caribbean,Lines and Geoglyphs of Nasca and Palpa
747,-16.4,-71.53333333,Cultural,Peru,Latin America and the Caribbean,Historical Centre of the City of Arequipa
748,-10.89166667,-77.52138889,Cultural,Peru,Latin America and the Caribbean,Sacred City of Caral-Supe
749,17.575,120.3875,Cultural,Philippines,Asia and the Pacific,Historic City of Vigan
750,10.16666667,118.9166667,Natural,Philippines,Asia and the Pacific,Puerto-Princesa Subterranean River National Park
751,8.953333333,119.8675,Natural,Philippines,Asia and the Pacific,Tubbataha Reefs Natural Park
718,23.26986,56.745,Cultural,Oman,Arab States,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn"
719,18.25333,53.64759,Cultural,Oman,Arab States,Land of Frankincense
720,22.99888889,57.53605556,Cultural,Oman,Arab States,<i>Aflaj</i> Irrigation Systems of Oman
721,22.69522222,59.37811111,Cultural,Oman,Arab States,Ancient City of Qalhat
722,27.32916667,68.13888889,Cultural,Pakistan,Asia and the Pacific,Archaeological Ruins at Moenjodaro
723,33.77916667,72.8875,Cultural,Pakistan,Asia and the Pacific,Taxila
724,34.32083333,71.94583333,Cultural,Pakistan,Asia and the Pacific,Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol
725,24.76666667,67.9,Cultural,Pakistan,Asia and the Pacific,"Historical Monuments at Makli, Thatta"
726,31.59027778,74.30972222,Cultural,Pakistan,Asia and the Pacific,Fort and Shalamar Gardens in Lahore
727,32.9625,73.58888889,Cultural,Pakistan,Asia and the Pacific,Rohtas Fort
793,37.19722222,128.4527778,Cultural,Republic of Korea,Asia and the Pacific,Royal Tombs of the Joseon Dynasty
794,36.53916667,128.5166667,Cultural,Republic of Korea,Asia and the Pacific,Historic Villages of Korea: Hahoe and Yangdong
795,37.47888889,127.1811111,Cultural,Republic of Korea,Asia and the Pacific,Namhansanseong
796,36.46194444,127.1272222,Cultural,Republic of Korea,Asia and the Pacific,Baekje Historic Areas
797,36.72729722,128.8434278,Cultural,Republic of Korea,Asia and the Pacific,"Seowon, Korean Neo-Confucian Academies"
798,36.54194444,127.8333333,Cultural,Republic of Korea,Asia and the Pacific,"Sansa, Buddhist Mountain Monasteries in Korea"
799,45.08333,29.5,Natural,Romania,Europe and North America,Danube Delta
800,46.13583333,24.77305556,Cultural,Romania,Europe and North America,Villages with Fortified Churches in Transylvania
801,45.18333333,24.01666667,Cultural,Romania,Europe and North America,Monastery of Horezu
802,47.77833333,25.71277778,Cultural,Romania,Europe and North America,Churches of Moldavia
803,46.21777778,24.79222222,Cultural,Romania,Europe and North America,Historic Centre of Sighiſoara
804,47.82083333,24.05583333,Cultural,Romania,Europe and North America,Wooden Churches of Maramureſ
805,45.62305556,23.31194444,Cultural,Romania,Europe and North America,Dacian Fortresses of the Orastie Mountains
806,59.95,30.31833,Cultural,Russian Federation,Europe and North America,Historic Centre of Saint Petersburg and Related Groups of Monuments
807,62.07138889,35.2275,Cultural,Russian Federation,Europe and North America,Kizhi Pogost
808,55.74583,37.62972,Cultural,Russian Federation,Europe and North America,"Kremlin and Red Square, Moscow"
809,58.53333,31.28333,Cultural,Russian Federation,Europe and North America,Historic Monuments of Novgorod and Surroundings
810,65.08333333,35.66666667,Cultural,Russian Federation,Europe and North America,Cultural and Historic Ensemble of the Solovetsky Islands
811,56.15,40.41666667,Cultural,Russian Federation,Europe and North America,White Monuments of Vladimir and Suzdal
812,55.65556,37.67389,Cultural,Russian Federation,Europe and North America,"Church of the Ascension, Kolomenskoye"
813,56.31035,38.1312,Cultural,Russian Federation,Europe and North America,Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad
814,63.62583333,58.9525,Natural,Russian Federation,Europe and North America,Virgin Komi Forests
815,53.17361111,107.6625,Natural,Russian Federation,Europe and North America,Lake Baikal
816,56.33333333,158.5,Natural,Russian Federation,Europe and North America,Volcanoes of Kamchatka
